Fiscal Year,County,Region,Removal Stage,Removals
2023,Haskell,2-Abilene,Family Preservation,2
2023,Haskell,2-Abilene,Investigation,11
2023,Hays,7-Austin,Family Preservation,13
2023,Hays,7-Austin,Investigation,55
2023,Hemphill,1-Lubbock,Family Preservation,0
2023,Hemphill,1-Lubbock,Investigation,1
2023,Henderson,4-Tyler,Family Preservation,14
2023,Henderson,4-Tyler,Investigation,49
2023,Hidalgo,11-Edinburg,Family Preservation,79
2023,Hidalgo,11-Edinburg,Investigation,78
2023,Hill,7-Austin,Family Preservation,4
2023,Hill,7-Austin,Investigation,49
2023,Hockley,1-Lubbock,Family Preservation,0
2023,Hockley,1-Lubbock,Investigation,5
2023,Hood,3-Arlington,Family Preservation,8
2023,Hood,3-Arlington,Investigation,18
2023,Hopkins,4-Tyler,Family Preservation,10
2023,Hopkins,4-Tyler,Investigation,19
2023,Houston,5-Beaumont,Family Preservation,0
2023,Houston,5-Beaumont,Investigation,21
2023,Howard,9-Midland,Family Preservation,11
2023,Howard,9-Midland,Investigation,9
2023,Hunt,3-Arlington,Family Preservation,9
2023,Hunt,3-Arlington,Investigation,26
2023,Hutchinson,1-Lubbock,Family Preservation,4
2023,Hutchinson,1-Lubbock,Investigation,14
2023,Jack,2-Abilene,Family Preservation,0
2023,Jack,2-Abilene,Investigation,6
2023,Jackson,8-San Antonio,Family Preservation,2
2023,Jackson,8-San Antonio,Investigation,2
2023,Jasper,5-Beaumont,Family Preservation,13
2023,Jasper,5-Beaumont,Investigation,29
2023,Jefferson,5-Beaumont,Family Preservation,21
2023,Jefferson,5-Beaumont,Investigation,145
2023,Jim Hogg,11-Edinburg,Family Preservation,2
2023,Jim Hogg,11-Edinburg,Investigation,6
2023,Jim Wells,11-Edinburg,Family Preservation,25
2023,Jim Wells,11-Edinburg,Investigation,12
2023,Johnson,3-Arlington,Family Preservation,15
2023,Johnson,3-Arlington,Investigation,78
2023,Jones,2-Abilene,Family Preservation,3
2023,Jones,2-Abilene,Investigation,0
2023,Karnes,8-San Antonio,Family Preservation,0
2023,Karnes,8-San Antonio,Investigation,3
2023,Kaufman,3-Arlington,Family Preservation,13
2023,Kaufman,3-Arlington,Investigation,64
2023,Kendall,8-San Antonio,Family Preservation,3
2023,Kendall,8-San Antonio,Investigation,0
2023,Kerr,8-San Antonio,Family Preservation,6
2023,Kerr,8-San Antonio,Investigation,16
2023,Kimble,9-Midland,Family Preservation,0
2023,Kimble,9-Midland,Investigation,4
2023,Kleberg,11-Edinburg,Family Preservation,13
2023,Kleberg,11-Edinburg,Investigation,19
2023,Knox,2-Abilene,Family Preservation,2
2023,Knox,2-Abilene,Investigation,0
2023,La Salle,8-San Antonio,Family Preservation,4
2023,La Salle,8-San Antonio,Investigation,10
2023,Lamar,4-Tyler,Family Preservation,22
2023,Lamar,4-Tyler,Investigation,28
2023,Lamb,1-Lubbock,Family Preservation,0
2023,Lamb,1-Lubbock,Investigation,7
2023,Lampasas,7-Austin,Family Preservation,4
2023,Lampasas,7-Austin,Investigation,20
2023,Lavaca,8-San Antonio,Family Preservation,0
2023,Lavaca,8-San Antonio,Investigation,2
2023,Lee,7-Austin,Family Preservation,0
2023,Lee,7-Austin,Investigation,2
2023,Leon,7-Austin,Family Preservation,5
2023,Leon,7-Austin,Investigation,19
2023,Liberty,6-Houston,Family Preservation,0
2023,Liberty,6-Houston,Investigation,19
2023,Limestone,7-Austin,Family Preservation,4
2023,Limestone,7-Austin,Investigation,13
2023,Lipscomb,1-Lubbock,Family Preservation,1
2023,Lipscomb,1-Lubbock,Investigation,0
2023,Live Oak,11-Edinburg,Family Preservation,0
2023,Live Oak,11-Edinburg,Investigation,7
2023,Llano,7-Austin,Family Preservation,0
2023,Llano,7-Austin,Investigation,34
2023,Lubbock,1-Lubbock,Family Preservation,47
2023,Lubbock,1-Lubbock,Investigation,144
2023,Madison,7-Austin,Family Preservation,0
2023,Madison,7-Austin,Investigation,12
2023,Marion,4-Tyler,Family Preservation,1
2023,Marion,4-Tyler,Investigation,11
2023,Martin,9-Midland,Family Preservation,2
2023,Martin,9-Midland,Investigation,0
2023,Matagorda,6-Houston,Family Preservation,15
2023,Matagorda,6-Houston,Investigation,17
2023,Maverick,8-San Antonio,Family Preservation,4
2023,Maverick,8-San Antonio,Investigation,14
2023,McCulloch,9-Midland,Family Preservation,0
2023,McCulloch,9-Midland,Investigation,6
2023,McLennan,7-Austin,Family Preservation,15
2023,McLennan,7-Austin,Investigation,190
2023,Medina,8-San Antonio,Family Preservation,5
2023,Medina,8-San Antonio,Investigation,10
2023,Menard,9-Midland,Family Preservation,2
2023,Menard,9-Midland,Investigation,0
2023,Midland,9-Midland,Family Preservation,10
2023,Midland,9-Midland,Investigation,9
2023,Milam,7-Austin,Family Preservation,9
2023,Milam,7-Austin,Investigation,17
2023,Mills,7-Austin,Family Preservation,0
2023,Mills,7-Austin,Investigation,1
2023,Mitchell,2-Abilene,Family Preservation,0
2023,Mitchell,2-Abilene,Investigation,5
2023,Montague,2-Abilene,Family Preservation,1
2023,Montague,2-Abilene,Investigation,12
2023,Montgomery,6-Houston,Family Preservation,14
2023,Montgomery,6-Houston,Investigation,126
2023,Moore,1-Lubbock,Family Preservation,8
2023,Moore,1-Lubbock,Investigation,3
2023,Morris,4-Tyler,Family Preservation,0
2023,Morris,4-Tyler,Investigation,11
2023,Nacogdoches,5-Beaumont,Family Preservation,11
2023,Nacogdoches,5-Beaumont,Investigation,26
2023,Navarro,3-Arlington,Family Preservation,7
2023,Navarro,3-Arlington,Investigation,8
2023,Newton,5-Beaumont,Family Preservation,5
2023,Newton,5-Beaumont,Investigation,5
2023,Nolan,2-Abilene,Family Preservation,1
2023,Nolan,2-Abilene,Investigation,10
2023,Nueces,11-Edinburg,Family Preservation,68
2023,Nueces,11-Edinburg,Investigation,186
2023,Ochiltree,1-Lubbock,Family Preservation,3
2023,Ochiltree,1-Lubbock,Investigation,2
2023,Orange,5-Beaumont,Family Preservation,3
2023,Orange,5-Beaumont,Investigation,69
2023,Out of State,Out of State,Family Preservation,0
2023,Out of State,Out of State,Investigation,4
2023,Palo Pinto,3-Arlington,Family Preservation,13
2023,Palo Pinto,3-Arlington,Investigation,5
2023,Panola,4-Tyler,Family Preservation,0
2023,Panola,4-Tyler,Investigation,12
2023,Parker,3-Arlington,Family Preservation,32
2023,Parker,3-Arlington,Investigation,51
2023,Parmer,1-Lubbock,Family Preservation,0
2023,Parmer,1-Lubbock,Investigation,3
2023,Pecos,9-Midland,Family Preservation,6
2023,Pecos,9-Midland,Investigation,6
2023,Polk,5-Beaumont,Family Preservation,4
2023,Polk,5-Beaumont,Investigation,21
2023,Potter,1-Lubbock,Family Preservation,15
2023,Potter,1-Lubbock,Investigation,102
2023,Rains,4-Tyler,Family Preservation,3
2023,Rains,4-Tyler,Investigation,2
2023,Randall,1-Lubbock,Family Preservation,6
2023,Randall,1-Lubbock,Investigation,46
2023,Red River,4-Tyler,Family Preservation,2
2023,Red River,4-Tyler,Investigation,13
2023,Reeves,9-Midland,Family Preservation,0
2023,Reeves,9-Midland,Investigation,3
2023,Robertson,7-Austin,Family Preservation,6
2023,Robertson,7-Austin,Investigation,39
2023,Rockwall,3-Arlington,Family Preservation,4
2023,Rockwall,3-Arlington,Investigation,16
2023,Runnels,2-Abilene,Family Preservation,5
2023,Runnels,2-Abilene,Investigation,4
2023,Rusk,4-Tyler,Family Preservation,0
2023,Rusk,4-Tyler,Investigation,25
2023,Sabine,5-Beaumont,Family Preservation,4
2023,Sabine,5-Beaumont,Investigation,6
2023,San Augustine,5-Beaumont,Family Preservation,1
2023,San Augustine,5-Beaumont,Investigation,4
2023,San Jacinto,5-Beaumont,Family Preservation,3
2023,San Jacinto,5-Beaumont,Investigation,24
2023,San Patricio,11-Edinburg,Family Preservation,7
2023,San Patricio,11-Edinburg,Investigation,20
2023,San Saba,7-Austin,Family Preservation,0
2023,San Saba,7-Austin,Investigation,4
2023,Scurry,2-Abilene,Family Preservation,12
2023,Scurry,2-Abilene,Investigation,8
2023,Shelby,5-Beaumont,Family Preservation,2
2023,Shelby,5-Beaumont,Investigation,18
2023,Sherman,1-Lubbock,Family Preservation,3
2023,Sherman,1-Lubbock,Investigation,3
2023,Smith,4-Tyler,Family Preservation,22
2023,Smith,4-Tyler,Investigation,134
2023,Somervell,3-Arlington,Family Preservation,1
2023,Somervell,3-Arlington,Investigation,3
2023,Starr,11-Edinburg,Family Preservation,4
2023,Starr,11-Edinburg,Investigation,19
2023,Stephens,2-Abilene,Family Preservation,6
2023,Stephens,2-Abilene,Investigation,8
2023,Sutton,9-Midland,Family Preservation,0
2023,Sutton,9-Midland,Investigation,2
2023,Swisher,1-Lubbock,Family Preservation,0
2023,Swisher,1-Lubbock,Investigation,4
2023,Tarrant,3-Arlington,Family Preservation,78
2023,Tarrant,3-Arlington,Investigation,420
2023,Taylor,2-Abilene,Family Preservation,116
2023,Taylor,2-Abilene,Investigation,97
2023,Terry,1-Lubbock,Family Preservation,0
2023,Terry,1-Lubbock,Investigation,1
2023,Titus,4-Tyler,Family Preservation,0
2023,Titus,4-Tyler,Investigation,10
2023,Tom Green,9-Midland,Family Preservation,14
2023,Tom Green,9-Midland,Investigation,27
2023,Travis,7-Austin,Family Preservation,48
2023,Travis,7-Austin,Investigation,150
2023,Trinity,5-Beaumont,Family Preservation,0
2023,Trinity,5-Beaumont,Investigation,21
2023,Tyler,5-Beaumont,Family Preservation,9
2023,Tyler,5-Beaumont,Investigation,4
2023,Upshur,4-Tyler,Family Preservation,3
2023,Upshur,4-Tyler,Investigation,11
2023,Upton,9-Midland,Family Preservation,3
2023,Upton,9-Midland,Investigation,0
2023,Uvalde,8-San Antonio,Family Preservation,3
2023,Uvalde,8-San Antonio,Investigation,4
2023,Val Verde,8-San Antonio,Family Preservation,5
2023,Val Verde,8-San Antonio,Investigation,8
2023,Van Zandt,4-Tyler,Family Preservation,13
2023,Van Zandt,4-Tyler,Investigation,49
2023,Victoria,8-San Antonio,Family Preservation,12
2023,Victoria,8-San Antonio,Investigation,25
2023,Walker,6-Houston,Family Preservation,2
2023,Walker,6-Houston,Investigation,16
2023,Waller,6-Houston,Family Preservation,0
2023,Waller,6-Houston,Investigation,7
2023,Ward,9-Midland,Family Preservation,6
2023,Ward,9-Midland,Investigation,8
2023,Washington,7-Austin,Family Preservation,5
2023,Washington,7-Austin,Investigation,9
2023,Webb,11-Edinburg,Family Preservation,43
2023,Webb,11-Edinburg,Investigation,33
2023,Wharton,6-Houston,Family Preservation,17
2023,Wharton,6-Houston,Investigation,17
2023,Wheeler,1-Lubbock,Family Preservation,0
2023,Wheeler,1-Lubbock,Investigation,3
2023,Wichita,2-Abilene,Family Preservation,20
2023,Wichita,2-Abilene,Investigation,121
2023,Wilbarger,2-Abilene,Family Preservation,0
2023,Wilbarger,2-Abilene,Investigation,10
2023,Willacy,11-Edinburg,Family Preservation,5
2023,Willacy,11-Edinburg,Investigation,6
2023,Williamson,7-Austin,Family Preservation,36
2023,Williamson,7-Austin,Investigation,110
2023,Wilson,8-San Antonio,Family Preservation,2
2023,Wilson,8-San Antonio,Investigation,15
2023,Winkler,9-Midland,Family Preservation,4
2023,Winkler,9-Midland,Investigation,2
2023,Wise,3-Arlington,Family Preservation,16
2023,Wise,3-Arlington,Investigation,36
2023,Wood,4-Tyler,Family Preservation,3
2023,Wood,4-Tyler,Investigation,20
2023,Yoakum,1-Lubbock,Family Preservation,1
2023,Yoakum,1-Lubbock,Investigation,1
2023,Young,2-Abilene,Family Preservation,4
2023,Young,2-Abilene,Investigation,9
2023,Zapata,11-Edinburg,Family Preservation,7
2023,Zapata,11-Edinburg,Investigation,3
2023,Zavala,8-San Antonio,Family Preservation,4
2023,Zavala,8-San Antonio,Investigation,9
2022,Anderson,4-Tyler,Family Preservation,6
2022,Anderson,4-Tyler,Investigation,22
2022,Andrews,9-Midland,Family Preservation,0
2022,Andrews,9-Midland,Investigation,3
2022,Angelina,5-Beaumont,Family Preservation,24
2022,Angelina,5-Beaumont,Investigation,62
2022,Aransas,11-Edinburg,Family Preservation,0
2022,Aransas,11-Edinburg,Investigation,16
2022,Archer,2-Abilene,Family Preservation,0
2022,Archer,2-Abilene,Investigation,4
2022,Armstrong,1-Lubbock,Family Preservation,0
2022,Armstrong,1-Lubbock,Investigation,1
2022,Atascosa,8-San Antonio,Family Preservation,0
2022,Atascosa,8-San Antonio,Investigation,22
2022,Austin,6-Houston,Family Preservation,0
2022,Austin,6-Houston,Investigation,2
2022,Bailey,1-Lubbock,Family Preservation,0
2022,Bailey,1-Lubbock,Investigation,3
2022,Bandera,8-San Antonio,Family Preservation,3
2022,Bandera,8-San Antonio,Investigation,9
2022,Bastrop,7-Austin,Family Preservation,3
2022,Bastrop,7-Austin,Investigation,38
2022,Baylor,2-Abilene,Family Preservation,0
2022,Baylor,2-Abilene,Investigation,1
2022,Bee,11-Edinburg,Family Preservation,7
2022,Bee,11-Edinburg,Investigation,18
2022,Bell,7-Austin,Family Preservation,24
2022,Bell,7-Austin,Investigation,446
2022,Bexar,8-San Antonio,Family Preservation,196
2022,Bexar,8-San Antonio,Investigation,878
2022,Blanco,7-Austin,Family Preservation,0
2022,Blanco,7-Austin,Investigation,2
2022,Bosque,7-Austin,Family Preservation,0
2022,Bosque,7-Austin,Investigation,13
2022,Bowie,4-Tyler,Family Preservation,7
2022,Bowie,4-Tyler,Investigation,31
2022,Brazoria,6-Houston,Family Preservation,5
2022,Brazoria,6-Houston,Investigation,35
2022,Brazos,7-Austin,Family Preservation,5
2022,Brazos,7-Austin,Investigation,97
2022,Brewster,10-El Paso,Family Preservation,0
2022,Brewster,10-El Paso,Investigation,1
2022,Brooks,11-Edinburg,Family Preservation,0
2022,Brooks,11-Edinburg,Investigation,3
2022,Brown,2-Abilene,Family Preservation,11
2022,Brown,2-Abilene,Investigation,31
2022,Burleson,7-Austin,Family Preservation,1
2022,Burleson,7-Austin,Investigation,17
2022,Burnet,7-Austin,Family Preservation,0
2022,Burnet,7-Austin,Investigation,37
2022,Caldwell,7-Austin,Family Preservation,4
2022,Caldwell,7-Austin,Investigation,26
2022,Calhoun,8-San Antonio,Family Preservation,1
2022,Calhoun,8-San Antonio,Investigation,4
2022,Callahan,2-Abilene,Family Preservation,7
2022,Callahan,2-Abilene,Investigation,19
2022,Cameron,11-Edinburg,Family Preservation,28
2022,Cameron,11-Edinburg,Investigation,62
2022,Camp,4-Tyler,Family Preservation,0
2022,Camp,4-Tyler,Investigation,11
2022,Carson,1-Lubbock,Family Preservation,0
2022,Carson,1-Lubbock,Investigation,2
2022,Cass,4-Tyler,Family Preservation,4
2022,Cass,4-Tyler,Investigation,28
2022,Castro,1-Lubbock,Family Preservation,0
2022,Castro,1-Lubbock,Investigation,2
2022,Chambers,6-Houston,Family Preservation,0
2022,Chambers,6-Houston,Investigation,5
2022,Cherokee,4-Tyler,Family Preservation,10
2022,Cherokee,4-Tyler,Investigation,37
2022,Childress,1-Lubbock,Family Preservation,0
2022,Childress,1-Lubbock,Investigation,1
2022,Clay,2-Abilene,Family Preservation,3
2022,Clay,2-Abilene,Investigation,5
2022,Cochran,1-Lubbock,Family Preservation,0
2022,Cochran,1-Lubbock,Investigation,1
2022,Coke,9-Midland,Family Preservation,0
2022,Coke,9-Midland,Investigation,3
2022,Coleman,2-Abilene,Family Preservation,0
2022,Coleman,2-Abilene,Investigation,12
2022,Collin,3-Arlington,Family Preservation,9
2022,Collin,3-Arlington,Investigation,96
2022,Collingsworth,1-Lubbock,Family Preservation,0
2022,Collingsworth,1-Lubbock,Investigation,5
2022,Colorado,6-Houston,Family Preservation,0
2022,Colorado,6-Houston,Investigation,2
2022,Comal,8-San Antonio,Family Preservation,15
2022,Comal,8-San Antonio,Investigation,75
2022,Comanche,2-Abilene,Family Preservation,2
2022,Comanche,2-Abilene,Investigation,22
2022,Cooke,3-Arlington,Family Preservation,4
2022,Cooke,3-Arlington,Investigation,10
2022,Coryell,7-Austin,Family Preservation,3
2022,Coryell,7-Austin,Investigation,44
2022,Cottle,2-Abilene,Family Preservation,0
2022,Cottle,2-Abilene,Investigation,1
2022,Crockett,9-Midland,Family Preservation,0
2022,Crockett,9-Midland,Investigation,1
2022,Crosby,1-Lubbock,Family Preservation,1
2022,Crosby,1-Lubbock,Investigation,6
2022,Culberson,10-El Paso,Family Preservation,4
2022,Culberson,10-El Paso,Investigation,2
2022,Dallam,1-Lubbock,Family Preservation,0
2022,Dallam,1-Lubbock,Investigation,5
2022,Dallas,3-Arlington,Family Preservation,47
2022,Dallas,3-Arlington,Investigation,691
2022,Dawson,9-Midland,Family Preservation,0
2022,Dawson,9-Midland,Investigation,5
2022,DeWitt,8-San Antonio,Family Preservation,0
2022,DeWitt,8-San Antonio,Investigation,3
2022,Deaf Smith,1-Lubbock,Family Preservation,6
2022,Deaf Smith,1-Lubbock,Investigation,4
2022,Delta,4-Tyler,Family Preservation,0
2022,Delta,4-Tyler,Investigation,1
2022,Denton,3-Arlington,Family Preservation,16
2022,Denton,3-Arlington,Investigation,141
2022,Dimmit,8-San Antonio,Family Preservation,0
2022,Dimmit,8-San Antonio,Investigation,6
2022,Donley,1-Lubbock,Family Preservation,0
2022,Donley,1-Lubbock,Investigation,1
2022,Duval,11-Edinburg,Family Preservation,3
2022,Duval,11-Edinburg,Investigation,15
2022,Eastland,2-Abilene,Family Preservation,3
2022,Eastland,2-Abilene,Investigation,14
2022,Ector,9-Midland,Family Preservation,31
2022,Ector,9-Midland,Investigation,68
2022,El Paso,10-El Paso,Family Preservation,41
2022,El Paso,10-El Paso,Investigation,127
2022,Ellis,3-Arlington,Family Preservation,3
2022,Ellis,3-Arlington,Investigation,33
2022,Erath,3-Arlington,Family Preservation,0
2022,Erath,3-Arlington,Investigation,9
2022,Falls,7-Austin,Family Preservation,0
2022,Falls,7-Austin,Investigation,12
2022,Fannin,3-Arlington,Family Preservation,0
2022,Fannin,3-Arlington,Investigation,14
2022,Fayette,7-Austin,Family Preservation,1
2022,Fayette,7-Austin,Investigation,6
2022,Fisher,2-Abilene,Family Preservation,0
2022,Fisher,2-Abilene,Investigation,2
2022,Fort Bend,6-Houston,Family Preservation,0
2022,Fort Bend,6-Houston,Investigation,35
2022,Franklin,4-Tyler,Family Preservation,0
2022,Franklin,4-Tyler,Investigation,3
2022,Freestone,7-Austin,Family Preservation,0
2022,Freestone,7-Austin,Investigation,10
2022,Frio,8-San Antonio,Family Preservation,0
2022,Frio,8-San Antonio,Investigation,13
2022,Galveston,6-Houston,Family Preservation,22
2022,Galveston,6-Houston,Investigation,63
2022,Garza,1-Lubbock,Family Preservation,0
2022,Garza,1-Lubbock,Investigation,3
2022,Gillespie,8-San Antonio,Family Preservation,0
2022,Gillespie,8-San Antonio,Investigation,4
2022,Goliad,8-San Antonio,Family Preservation,3
2022,Goliad,8-San Antonio,Investigation,0
2022,Gonzales,8-San Antonio,Family Preservation,0
2022,Gonzales,8-San Antonio,Investigation,12
2022,Gray,1-Lubbock,Family Preservation,7
2022,Gray,1-Lubbock,Investigation,12
2022,Grayson,3-Arlington,Family Preservation,1
2022,Grayson,3-Arlington,Investigation,55
2022,Gregg,4-Tyler,Family Preservation,11
2022,Gregg,4-Tyler,Investigation,126
2022,Grimes,7-Austin,Family Preservation,0
2022,Grimes,7-Austin,Investigation,11
2022,Guadalupe,8-San Antonio,Family Preservation,7
2022,Guadalupe,8-San Antonio,Investigation,19
2022,Hale,1-Lubbock,Family Preservation,5
2022,Hale,1-Lubbock,Investigation,22
2022,Hamilton,7-Austin,Family Preservation,5
2022,Hamilton,7-Austin,Investigation,8
2022,Hardeman,2-Abilene,Family Preservation,0
2022,Hardeman,2-Abilene,Investigation,1
2022,Hardin,5-Beaumont,Family Preservation,1
2022,Hardin,5-Beaumont,Investigation,28
2022,Harris,6-Houston,Family Preservation,27
2022,Harris,6-Houston,Investigation,539
2022,Harrison,4-Tyler,Family Preservation,4
2022,Harrison,4-Tyler,Investigation,21
2022,Hartley,1-Lubbock,Family Preservation,0
2022,Hartley,1-Lubbock,Investigation,7
2022,Hays,7-Austin,Family Preservation,7
2022,Hays,7-Austin,Investigation,67
2022,Hemphill,1-Lubbock,Family Preservation,0
2022,Hemphill,1-Lubbock,Investigation,1
2022,Henderson,4-Tyler,Family Preservation,29
2022,Henderson,4-Tyler,Investigation,60
2022,Hidalgo,11-Edinburg,Family Preservation,23
2022,Hidalgo,11-Edinburg,Investigation,67
2022,Hill,7-Austin,Family Preservation,0
2022,Hill,7-Austin,Investigation,38
2022,Hockley,1-Lubbock,Family Preservation,0
2022,Hockley,1-Lubbock,Investigation,7
2022,Hood,3-Arlington,Family Preservation,3
2022,Hood,3-Arlington,Investigation,18
2022,Hopkins,4-Tyler,Family Preservation,1
